cui,code,str
C3700408,C09DB07,candesartan and amlodipine
C4059157,C09DB08,valsartan and lercanidipine
C5227828,C09DB09,fimasartan and amlodipine
C3653697,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
C2701863,C09DX01,"valsartan, amlodipine and hydrochlorothiazide"
C2733073,C09DX02,valsartan and aliskiren
C2959419,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide"
C4033631,C09DX04,valsartan and sacubitril
C4271581,C09DX05,valsartan and nebivolol
C4759127,C09DX06,"candesartan, amlodipine and hydrochlorothiazide"
C5227833,C09DX07,"irbesartan, amlodipine and hydrochlorothiazide"
C5783062,C09DX08,"telmisartan, amlodipine and hydrochlorothiazide"
C3653946,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C3653946,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM in ATC
C3653375,C09XA,Renin-inhibitors
C0209499,C09XA01,remikiren
C1120110,C09XA02,aliskiren
C2241628,C09XA52,aliskiren and hydrochlorothiazide
C2937472,C09XA53,aliskiren and amlodipine
C2955629,C09XA54,"aliskiren, amlodipine and hydrochlorothiazide"
C3653946,C09XX,Other agents acting on the renin-angiotensin system
C3653946,C09XX,Other agents acting on the renin-angiotensin system in ATC
C4489760,C09XX01,sparsentan
C3653535,C10,LIPID MODIFYING AGENTS
C3653773,C10A,"LIPID MODIFYING AGENTS, PLAIN"
C3539119,C10AA,HMG CoA reductase inhibitors
C3539119,C10AA,"HMG CoA reductase inhibitors, plain lipid modifying drugs"
C0074554,C10AA01,simvastatin
C0024027,C10AA02,lovastatin
C0085542,C10AA03,pravastatin
C0082608,C10AA04,fluvastatin
C0286651,C10AA05,atorvastatin
C0528023,C10AA06,cerivastatin
C0965129,C10AA07,rosuvastatin
C1101838,C10AA08,pitavastatin
C3540783,C10AB,Fibrates
C3540783,C10AB,"Fibrates, lipid modifying drugs, plain"
C0009002,C10AB01,clofibrate
C0005330,C10AB02,bezafibrate
C0051149,C10AB03,aluminium clofibrate
C0017245,C10AB04,gemfibrozil
C0033228,C10AB05,fenofibrate
C0074551,C10AB06,simfibrate
C2347974,C10AB07,ronifibrate
C0055775,C10AB08,ciprofibrate
C0059869,C10AB09,etofibrate
C0055909,C10AB10,clofibride
C2586675,C10AB11,choline fenofibrate
C4547051,C10AB12,pemafibrate
C2917337,C10AC,Bile acid sequestrants
C0008402,C10AC01,colestyramine
C0009279,C10AC02,colestipol
C3652645,C10AC03,colextran
C0541155,C10AC04,colesevelam
C3539191,C10AD,Nicotinic acid and derivatives
C3539191,C10AD,"Nicotinic acid and derivatives, lipid modifying, plain"
C0028009,C10AD01,niceritrol
C0027996,C10AD02,nicotinic acid
C0354652,C10AD03,nicofuranose
C0770544,C10AD04,aluminium nicotinate
C0028053,C10AD05,nicotinyl alcohol
C0028053,C10AD05,nicotinyl alcohol (pyridylcarbinol)
C0050558,C10AD06,acipimox
C3652830,C10AD52,"nicotinic acid, combinations"
C3653853,C10AX,Other lipid modifying agents
C3653853,C10AX,Other lipid modifying agents in ATC
C0011824,C10AX01,dextrothyroxine
C0033215,C10AX02,probucol
C0076648,C10AX03,tiadenol
C0000402,C10AX05,meglutol
C3652730,C10AX06,omega-3-triglycerides incl. other esters and acids
C3652472,C10AX07,magnesium pyridoxal 5-phosphate glutamate
C0215278,C10AX08,policosanol
C1142985,C10AX09,ezetimibe
C3653189,C10AX10,alipogene tiparvovec
C2604635,C10AX11,mipomersen
C2827241,C10AX12,lomitapide
C3529352,C10AX13,evolocumab
C3491162,C10AX14,alirocumab
C3659310,C10AX15,bempedoic acid
C4307388,C10AX16,inclisiran
C4508522,C10AX17,evinacumab
C4726970,C10AX18,volanesorsen
C3653649,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS"
C3653653,C10BA,Combinations of various lipid modifying agents
C1170013,C10BA01,lovastatin and nicotinic acid
C1532737,C10BA02,simvastatin and ezetimibe
C3652806,C10BA03,pravastatin and fenofibrate
C3652805,C10BA04,simvastatin and fenofibrate
C3643658,C10BA05,atorvastatin and ezetimibe
C3700394,C10BA06,rosuvastatin and ezetimibe
C5227841,C10BA07,rosuvastatin and omega-3 fatty acids
C5227823,C10BA08,atorvastatin and omega-3 fatty acids
C5227839,C10BA09,rosuvastatin and fenofibrate
C5242093,C10BA10,bempedoic acid and ezetimibe
C5577413,C10BA11,pravastatin and ezetimibe
C5577414,C10BA12,"pravastatin, ezetimibe and fenofibrate"
C5978754,C10BA13,pitavastatin and ezetimibe
C3653652,C10BX,Lipid modifying agents in combination with other drugs
C3652451,C10BX01,simvastatin and acetylsalicylic acid
C3652719,C10BX02,pravastatin and acetylsalicylic acid
C1329978,C10BX03,atorvastatin and amlodipine
C3652712,C10BX04,"simvastatin, acetylsalicylic acid and ramipril"
C3700395,C10BX05,rosuvastatin and acetylsalicylic acid
C3871465,C10BX06,"atorvastatin, acetylsalicylic acid and ramipril"
C3871428,C10BX07,"rosuvastatin, amlodipine and lisinopril"
C3871466,C10BX08,atorvastatin and acetylsalicylic acid
C3871429,C10BX09,rosuvastatin and amlodipine
C4059160,C10BX10,rosuvastatin and valsartan
C4059171,C10BX11,"atorvastatin, amlodipine and perindopril"
C4300784,C10BX12,"atorvastatin, acetylsalicylic acid and perindopril"
C4542177,C10BX13,"rosuvastatin, perindopril and indapamide"
C4542176,C10BX14,"rosuvastatin, amlodipine and perindopril"
C4542161,C10BX15,atorvastatin and perindopril
C5227840,C10BX16,rosuvastatin and fimasartan
C5227842,C10BX17,rosuvastatin and ramipril
C5432204,C10BX18,"atorvastatin, amlodipine and ramipril"
C5783045,C10BX19,"atorvastatin, amlodipine and candesartan"
C5881827,C10BX20,rosuvastatin and telmisartan
C5881826,C10BX21,rosuvastatin and perindopril
C5978759,C10BX22,rosuvastatin and nebivolol
C0011625,D,DERMATOLOGICALS
C3653281,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE
C3653741,D01A,ANTIFUNGALS FOR TOPICAL USE
C3540705,D01AA,Antibiotics
C3540705,D01AA,"Antifungal Antibiotics, Topical"
C0028741,D01AA01,nystatin
C0027444,D01AA02,natamycin
C0062076,D01AA03,hachimycin
C0070200,D01AA04,pecilocin
C0025373,D01AA06,mepartricin
C0034336,D01AA07,pyrrolnitrin
C0018242,D01AA08,griseofulvin
C3539954,D01AA20,antibiotics in combination with corticosteroids
C3653296,D01AC,Imidazole and triazole derivatives
C3653296,D01AC,"Imidazole and triazole derivatives, topical antifungals"
C0009074,D01AC01,clotrimazole
C0025942,D01AC02,miconazole
C0013547,D01AC03,econazole
C0055375,D01AC04,chlormidazole
C0063953,D01AC05,isoconazole
C0039832,D01AC06,tiabendazole
C0076705,D01AC07,tioconazole
C0022625,D01AC08,ketoconazole
C0075503,D01AC09,sulconazole
C0053570,D01AC10,bifonazole
C0069765,D01AC11,oxiconazole
C0060203,D01AC12,fenticonazole
C0069488,D01AC13,omoconazole
C0074391,D01AC14,sertaconazole
C0016277,D01AC15,fluconazole
C0172907,D01AC16,flutrimazole
C0767000,D01AC17,eberconazole
C1956280,D01AC18,luliconazole
C3273754,D01AC19,efinaconazole
C3539958,D01AC20,Imidazole and triazole derivative topical antifungal combinations
C3539958,D01AC20,imidazoles/triazoles in combination with corticosteroids
C0249830,D01AC21,neticonazole
C0125333,D01AC22,lanoconazole
C3652839,D01AC52,"miconazole, combinations"
C3653171,D01AC60,"bifonazole, combinations"
C3653912,D01AE,Other antifungals for topical use
C3653912,D01AE,Other antifungals for topical use in ATC
C0770939,D01AE01,bromochlorosalicylanilide
C0301302,D01AE02,methylrosaniline
C3652603,D01AE03,tribromometacresol
C0041660,D01AE04,undecylenic acid
C0071626,D01AE05,polynoxylin
C3652945,D01AE06,2-(4-chlorphenoxy)-ethanol
C0008280,D01AE07,chlorphenesin
C0600823,D01AE08,ticlatone
C2348593,D01AE09,sulbentine
C3652694,D01AE10,ethyl hydroxybenzoate
C0062106,D01AE11,haloprogin
C0036079,D01AE12,salicylic acid
C0074281,D01AE13,selenium sulfide
C0055711,D01AE14,ciclopirox
C0076110,D01AE15,terbinafine
C0051736,D01AE16,amorolfine
C0057720,D01AE17,dimazole
C0040379,D01AE18,tolnaftate
C0076793,D01AE19,tolciclate
C3539973,D01AE20,combinations
C3539973,D01AE20,Other antifungal combinations for topical use in ATC
C0016278,D01AE21,flucytosine
C0068367,D01AE22,naftifine
C0107497,D01AE23,butenafine
C3642427,D01AE24,tavaborole
C1173390,D01AE25,liranaftate
C3653081,D01AE54,"undecylenic acid, combinations"
C3653743,D01B,ANTIFUNGALS FOR SYSTEMIC USE
C3653743,D01BA,Antifungals for systemic use
C0018242,D01BA01,griseofulvin
C0076110,D01BA02,terbinafine
C5139863,D01BA03,fosravuconazole
C3653752,D02,EMOLLIENTS AND PROTECTIVES
C3653752,D02A,EMOLLIENTS AND PROTECTIVES
C3653369,D02AA,Silicone emollient and protective products
C3653369,D02AA,Silicone products
C3653976,D02AB,Zinc products
C3653976,D02AB,"Zinc products, emollients and protectives"
C3653560,D02AC,Soft paraffin and fat products
C3653418,D02AD,Liquid plasters
C3653447,D02AE,Carbamide products
C3653447,D02AE,"Carbamide products, emollients and protectives"
C0041942,D02AE01,carbamide
C3652429,D02AE51,"carbamide, combinations"
C3653373,D02AF,Salicylic acid emollient and protective preparations
C3653373,D02AF,Salicylic acid preparations
C3653867,D02AX,Other emollients and protectives
C3653867,D02AX,Other emollients and protectives in ATC
C3653548,D02B,PROTECTIVES AGAINST UV-RADIATION
C3653710,D02BA,Protectives against UV-radiation for topical use
C0000473,D02BA01,aminobenzoic acid
C0046100,D02BA02,octinoxate
C3653778,D02BB,Protectives against UV-radiation for systemic use
C0053396,D02BB01,betacarotene
C2607750,D02BB02,afamelanotide
C3653566,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
C3653517,D03A,CICATRIZANTS
C3653475,D03AA,Cod-liver oil ointments
C3653880,D03AX,Other cicatrizants
C3653880,D03AX,Other cicatrizants in ATC
C0054409,D03AX01,cadexomer iodine
C0057621,D03AX02,dextranomer
C0057610,D03AX03,dexpanthenol
C0006710,D03AX04,calcium pantothenate
C0020196,D03AX05,hyaluronic acid
C0379135,D03AX06,becaplermin
C0111063,D03AX09,crilanomer
C0017986,D03AX10,enoxolone
C0142822,D03AX11,sodium chlorite
C0077089,D03AX12,trolamine
C4301604,D03AX13,Betulae cortex
C5227822,D03AX14,"Centella asiatica herba, incl. combinations"
C0757422,D03AX15,trafermin
C5420879,D03AX16,beremagene geperpavec
C3540048,D03B,ENZYMES
C3540048,D03B,ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS
C3540759,D03BA,Proteolytic enzymes
C3540759,D03BA,Proteolytic enzymes for treatment of wounds and ulcers
C0041236,D03BA01,trypsin
C0162745,D03BA02,collagenase
C0006217,D03BA03,bromelains
C3652881,D03BA52,"collagenase, combinations"
C3653761,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC."
C3653761,D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC."
C3653718,D04AA,Antihistamines for topical use
C0175162,D04AA01,thonzylamine
C0034282,D04AA02,mepyramine
C0076382,D04AA03,thenalidine
C0041090,D04AA04,tripelennamine
C0055445,D04AA09,chloropyramine
C0033405,D04AA10,promethazine
C0076805,D04AA12,tolpropamine
C0012390,D04AA13,dimetindene
C0008929,D04AA14,clemastine
C0052946,D04AA15,bamipine
C0031408,D04AA16,pheniramine
C0064088,D04AA22,isothipendyl
C0012522,D04AA32,diphenhydramine
C3273576,D04AA33,diphenhydramine methylbromide
C0055468,D04AA34,chlorphenoxamine
C3653714,D04AB,Anesthetics for topical use
C0023660,D04AB01,lidocaine
C0012050,D04AB02,cinchocaine
C0053114,D04AB03,oxybuprocaine
C0005059,D04AB04,benzocaine
C0058202,D04AB05,quinisocaine
C0039629,D04AB06,tetracaine
C0071810,D04AB07,pramocaine
C3653900,D04AX,Other antipruritics
C3653900,D04AX,Other antipruritics in ATC
C0013085,D04AX01,doxepin
C1874314,D05,ANTIPSORIATICS
C3653715,D05A,ANTIPSORIATICS FOR TOPICAL USE
C3887664,D05AA,Tars
C3887664,D05AA,"Tars, topical antipsoriatics"
C3653462,D05AC,Antracen derivatives
C3653462,D05AC,"Antracen derivatives, topical antipsoriatics"
C0003166,D05AC01,dithranol
C3653144,D05AC51,"dithranol, combinations"
C3653782,D05AD,Psoralens for topical use
C0041086,D05AD01,trioxysalen
C0025684,D05AD02,methoxsalen
C3653898,D05AX,Other antipsoriatics for topical use
C3653898,D05AX,Other antipsoriatics for topical use in ATC
C0060825,D05AX01,fumaric acid
C0065767,D05AX02,calcipotriol
C0006674,D05AX03,calcitriol
C0953467,D05AX04,tacalcitol
C0288792,D05AX05,tazarotene
C0965618,D05AX06,roflumilast
C4541381,D05AX07,tapinarof
C3653162,D05AX52,"calcipotriol, combinations"
C5432214,D05AX55,tazarotene and ulobetasol
C3653776,D05B,ANTIPSORIATICS FOR SYSTEMIC USE
C3653779,D05BA,Psoralens for systemic use
C0041086,D05BA01,trioxysalen
C0025684,D05BA02,methoxsalen
C0049289,D05BA03,bergapten
C3653550,D05BB,Retinoids for treatment of psoriasis
C0015137,D05BB01,etretinate
C0050559,D05BB02,acitretin
C3653899,D05BX,Other antipsoriatics for systemic use
C3653899,D05BX,Other antipsoriatics for systemic use in ATC
C3652893,D05BX51,"fumaric acid derivatives, combinations"
C3653726,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
C3653723,D06A,ANTIBIOTICS FOR TOPICAL USE
C3653354,D06AA,Tetracycline and derivatives
C3653354,D06AA,"Tetracycline and derivatives, topical antibiotics"
C0011276,D06AA01,demeclocycline
C0008293,D06AA02,chlortetracycline
C0030092,D06AA03,oxytetracycline
C0039644,D06AA04,tetracycline
C3653917,D06AX,Other antibiotics for topical use
C3653917,D06AX,Other antibiotics for topical use in ATC
C0016875,D06AX01,fusidic acid
C0008168,D06AX02,chloramphenicol
C0027603,D06AX04,neomycin
C0004599,D06AX05,bacitracin
C3854019,D06AX07,gentamicin
C0041499,D06AX08,tyrothricin
C0085259,D06AX09,mupirocin
C0042754,D06AX10,virginiamycin
C0073374,D06AX11,rifaximin
C0002499,D06AX12,amikacin
C1703334,D06AX13,retapamulin
C2983945,D06AX14,ozenoxacin
C0073371,D06AX15,rifamycin
C3653781,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE
C3539184,D06BA,Sulfonamides
C3539184,D06BA,"Sulfonamides, topical"
C0037134,D06BA01,silver sulfadiazine
C0038722,D06BA02,sulfathiazole
C0024452,D06BA03,mafenide
C0038687,D06BA04,sulfamethizole
C0038702,D06BA05,sulfanilamide
C0038684,D06BA06,sulfamerazine
C3652832,D06BA51,"silver sulfadiazine, combinations"
C1874329,D06BB,Antivirals
C1874329,D06BB,"Antivirals, topical"
C0020811,D06BB01,idoxuridine
C0077379,D06BB02,tromantadine
C0001367,D06BB03,aciclovir
C0032334,D06BB04,podophyllotoxin
C0021528,D06BB05,inosine
C0164815,D06BB06,penciclovir
C3541379,D06BB07,lysozyme
C0049263,D06BB08,ibacitabine
C0115510,D06BB09,edoxudine
C0165032,D06BB10,imiquimod
C0075770,D06BB11,docosanol
C1960121,D06BB12,sinecatechins
C3653186,D06BB53,"aciclovir, combinations"
C3653881,D06BX,Other chemotherapeutics
C3653881,D06BX,Other chemotherapeutics in ATC
C0025872,D06BX01,metronidazole
C2825682,D06BX02,ingenol mebutate
C5239395,D06BX03,tirbanibulin
C3653725,D06C,"ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS"
C3653505,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS"
C3540732,D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN"
C3540732,D07A,"CORTICOSTEROIDS, PLAIN"
C3653303,D07AA,"Corticosteroids, weak (group I)"
C0025815,D07AA01,methylprednisolone
C0020268,D07AA02,hydrocortisone
C0032950,D07AA03,prednisolone
C3653506,D07AB,"Corticosteroids, moderately potent (group II)"
C0360518,D07AB01,clobetasone
C0352536,D07AB02,hydrocortisone butyrate
C0016294,D07AB03,flumetasone
C3652567,D07AB04,fluocortin
C3652595,D07AB05,fluperolone
C0016351,D07AB06,fluorometholone
C0771950,D07AB07,fluprednidene
C0011705,D07AB08,desonide
C0040864,D07AB09,triamcinolone
C0360534,D07AB10,alclometasone
C0063076,D07AB11,hydrocortisone buteprate
C0011777,D07AB19,dexamethasone
C0055899,D07AB21,clocortolone
C2137694,D07AB30,combinations of corticosteroids
C3653504,D07AC,"Corticosteroids, potent (group III)"
C0005308,D07AC01,betamethasone
C0360537,D07AC02,fluclorolone
C0011707,D07AC03,desoximetasone
C0016298,D07AC04,fluocinolone acetonide
C0016301,D07AC05,fluocortolone
C0012227,D07AC06,diflucortolone
C0016374,D07AC07,fludroxycortide
C0016299,D07AC08,fluocinonide
C0054201,D07AC09,budesonide
C0304612,D07AC10,diflorasone
C0051556,D07AC11,amcinonide
C0062097,D07AC12,halometasone
C0360564,D07AC13,mometasone
C0174938,D07AC14,methylprednisolone aceponate
C0004905,D07AC15,beclometasone
C0082944,D07AC16,hydrocortisone aceponate
C0082607,D07AC17,fluticasone
C0071836,D07AC18,prednicarbate
C0058004,D07AC19,difluprednate
C0082787,D07AC21,ulobetasol
C3653503,D07AD,"Corticosteroids, very potent (group IV)"
C0008992,D07AD01,clobetasol
C0018513,D07AD02,halcinonide
C3653675,D07B,"CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS"
C3653663,D07BA,"Corticosteroids, weak, combinations with antiseptics"
C3653053,D07BA01,prednisolone and antiseptics
C3652965,D07BA04,hydrocortisone and antiseptics
C3653673,D07BB,"Corticosteroids, moderately potent, combinations with antiseptics"
C3652432,D07BB01,flumetasone and antiseptics
C3652991,D07BB02,desonide and antiseptics
C3653137,D07BB03,triamcinolone and antiseptics
C3652963,D07BB04,hydrocortisone butyrate and antiseptics
C3653669,D07BC,"Corticosteroids, potent, combinations with antiseptics"
C3652904,D07BC01,betamethasone and antiseptics
C3652971,D07BC02,fluocinolone acetonide and antiseptics
C3652895,D07BC03,fluocortolone and antiseptics
C3652899,D07BC04,diflucortolone and antiseptics
C3653666,D07BD,"Corticosteroids, very potent, combinations with antiseptics"
C3653676,D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS"
C3653664,D07CA,"Corticosteroids, weak, combinations with antibiotics"
C3652966,D07CA01,hydrocortisone and antibiotics
C3652954,D07CA02,methylprednisolone and antibiotics
C3653002,D07CA03,prednisolone and antibiotics
C3653674,D07CB,"Corticosteroids, moderately potent, combinations with antibiotics"
C3653069,D07CB01,triamcinolone and antibiotics
C3652763,D07CB02,fluprednidene and antibiotics
C3652767,D07CB03,fluorometholone and antibiotics
C3652980,D07CB04,dexamethasone and antibiotics
C3652974,D07CB05,flumetasone and antibiotics
C3653670,D07CC,"Corticosteroids, potent, combinations with antibiotics"
C3652905,D07CC01,betamethasone and antibiotics
C3652972,D07CC02,fluocinolone acetonide and antibiotics
C3652975,D07CC03,fludroxycortide and antibiotics
C3653010,D07CC04,beclometasone and antibiotics
C3652970,D07CC05,fluocinonide and antibiotics
C3652897,D07CC06,fluocortolone and antibiotics
C3653667,D07CD,"Corticosteroids, very potent, combinations with antibiotics"
C3652993,D07CD01,clobetasol and antibiotics
C3653671,D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS"
C3653662,D07XA,"Corticosteroids, weak, other combinations"
C0020268,D07XA01,hydrocortisone
C0032950,D07XA02,prednisolone
C3653672,D07XB,"Corticosteroids, moderately potent, other combinations"
C0016294,D07XB01,flumetasone
C0040864,D07XB02,triamcinolone
C0771950,D07XB03,fluprednidene
C0016351,D07XB04,fluorometholone
C0011777,D07XB05,dexamethasone
C2137694,D07XB30,combinations of corticosteroids
C3653668,D07XC,"Corticosteroids, potent, other combinations"
C0005308,D07XC01,betamethasone
C0011707,D07XC02,desoximetasone
